Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (deg),AVCS In Left (deg),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (deg),Fine Knock Learn (deg),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (deg),Ignition Timing (deg),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI (deg),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.5.0-25420][2021 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
506.184,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.30,-11.35,14.59,0.16,0.16,13.07,196,0.875,0,0.00,0.00,4,552,438,2,-1.5,10.00,1.36,0.832,180,109,117,5.34,1.16,3.20,209,1960,0.00,1.25,0.000,0.00,1.000,-10.11,5.9,18,0.00,0
506.238,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.31,-11.35,14.59,0.16,0.16,13.11,196,0.875,0,0.00,0.00,4,552,438,2,-1.5,9.50,1.34,0.832,180,109,117,5.24,1.18,3.19,209,1929,0.00,1.29,0.000,0.00,1.000,-10.07,5.5,18,0.00,0
506.296,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.34,-11.35,14.59,0.16,0.16,13.11,196,0.875,0,0.00,0.00,4,552,438,2,-1.5,9.50,1.32,0.832,180,109,117,5.13,1.14,3.16,209,1902,0.00,1.33,0.000,0.00,1.000,-10.02,5.5,17,0.00,0
506.355,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.37,-11.36,14.59,0.16,0.16,13.16,196,0.875,0,0.00,0.00,4,552,438,2,-1.5,9.50,1.30,0.832,180,109,117,5.05,1.14,3.13,209,1880,0.00,1.37,0.000,0.00,1.000,-9.98,5.5,17,0.00,0
506.441,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.29,-11.36,14.59,0.16,0.16,13.16,196,0.875,0,0.00,0.00,4,552,438,2,-1.0,9.50,1.29,0.832,180,109,117,4.92,1.12,3.21,209,1857,0.00,1.42,0.000,0.00,1.000,-9.96,5.5,17,0.00,0
506.500,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.68,-11.34,-11.37,14.60,0.16,0.16,13.20,196,0.875,0,0.00,0.00,4,553,438,2,-1.0,9.50,1.27,0.832,180,109,117,4.81,1.12,3.17,209,1825,0.00,1.46,0.000,0.00,1.000,-9.90,5.5,17,0.00,0
506.555,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.32,-11.37,14.60,0.16,0.16,13.20,196,0.875,0,0.00,0.00,4,557,438,2,-1.0,9.00,1.24,0.832,180,109,117,4.72,1.12,3.18,209,1794,0.00,1.51,0.000,0.00,1.000,-9.86,5.1,17,0.00,0
506.636,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.36,-11.36,14.60,0.16,0.16,13.25,196,0.875,0,0.00,0.00,4,557,438,2,-1.0,8.50,1.23,0.832,180,109,117,4.64,1.10,3.14,209,1775,0.00,1.54,0.000,0.00,1.000,-9.83,5.1,16,0.00,0
506.701,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.42,-11.38,14.60,0.16,0.16,13.25,196,0.875,0,0.00,0.00,4,557,438,2,-1.0,8.50,1.22,0.832,180,109,117,4.54,1.10,3.08,209,1757,0.00,1.58,0.000,0.00,1.000,-9.81,5.1,16,0.00,0
506.756,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.92,-11.44,-11.41,14.60,0.14,0.15,13.30,196,0.875,0,0.00,0.00,4,557,438,2,-0.5,8.50,1.20,0.832,180,109,117,4.44,1.10,3.07,209,1730,0.00,1.64,0.000,0.00,1.000,-9.77,4.7,16,0.00,0
506.827,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.46,-11.42,14.60,0.14,0.15,13.30,196,0.875,0,0.00,0.00,4,557,438,2,-0.5,8.50,1.18,0.832,180,109,117,4.33,1.08,3.05,209,1701,0.00,1.69,0.000,0.00,1.000,-9.72,4.7,16,0.00,0
506.876,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.49,-11.47,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,557,438,2,-0.5,8.50,1.17,0.832,180,109,117,4.27,1.06,3.01,209,1685,0.00,1.77,0.000,0.00,1.000,-9.70,4.7,16,0.00,0
506.947,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.44,-11.49,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,557,438,2,-0.5,8.50,1.16,0.832,180,109,117,4.20,1.06,3.07,209,1672,0.00,1.81,0.000,0.00,1.000,-9.68,4.7,16,0.00,0
506.996,off,0.00,0.00,3.91,-2.34,22.20,0,-1,0.0,14.50,13.68,-11.56,-11.51,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,563,438,2,-0.5,8.50,1.15,0.832,180,109,117,4.10,1.04,2.94,209,1656,0.00,1.85,0.000,0.00,1.000,-9.66,4.7,15,0.00,0
507.055,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.58,-11.56,14.61,0.14,0.15,13.39,196,0.875,0,0.00,0.00,4,563,438,2,-0.5,8.00,1.13,0.832,180,109,117,4.01,1.04,2.92,209,1633,0.00,1.94,0.000,0.00,1.000,-9.63,4.7,15,0.00,0
507.138,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.57,-11.57,14.61,0.14,0.15,13.39,196,0.875,0,0.00,0.00,4,563,438,2,0.0,8.00,1.11,0.832,180,109,117,3.91,1.02,2.93,209,1603,0.00,1.99,0.000,0.00,1.000,-9.58,4.7,15,0.00,0
507.199,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.61,-11.62,14.61,0.14,0.15,13.39,196,0.875,0,0.00,0.00,4,563,438,2,0.0,8.50,1.10,0.832,180,109,117,3.84,1.04,2.89,209,1587,0.00,2.09,0.000,0.00,1.000,-9.53,4.3,15,0.00,0
507.256,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.67,-11.63,14.61,0.14,0.15,13.39,196,0.875,0,0.00,0.00,4,563,438,2,0.0,8.00,1.09,0.832,180,109,117,3.79,1.04,2.84,209,1574,0.00,2.15,0.000,0.00,1.000,-9.47,4.3,14,0.00,0
507.326,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.62,-11.64,14.61,0.14,0.14,13.39,196,0.875,0,0.00,0.00,4,563,438,2,0.0,8.00,1.07,0.832,179,109,117,3.72,1.02,2.88,209,1548,0.00,2.23,0.000,0.00,1.000,-9.40,4.3,14,0.00,0
507.406,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.60,-11.62,-11.64,14.61,0.14,0.14,13.39,196,0.875,0,0.00,0.00,4,563,438,2,0.0,7.50,1.06,0.832,178,109,117,3.66,1.02,2.88,209,1522,0.00,2.38,0.000,0.00,1.000,-9.27,4.3,14,0.00,0
507.465,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.60,-11.63,-11.64,14.61,0.14,0.15,13.39,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.50,1.04,0.832,177,109,117,3.64,1.02,2.87,209,1504,0.00,2.44,0.000,0.00,1.000,-9.20,4.3,14,0.00,0
507.543,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.44,-11.61,-11.62,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.50,1.04,0.832,178,109,117,3.64,1.00,2.89,209,1496,0.00,2.46,0.000,0.00,1.000,-9.16,4.3,14,0.00,0
507.598,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.52,-11.61,-11.62,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.50,1.03,0.832,177,109,117,3.61,1.00,2.90,209,1485,0.00,2.50,0.000,0.00,1.000,-9.12,4.3,14,0.00,0
507.656,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.68,-11.61,-11.61,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.50,1.02,0.832,177,109,117,3.57,1.00,2.90,209,1469,0.00,2.56,0.000,0.00,1.000,-9.05,4.3,14,0.00,0
507.717,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.61,-11.59,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.00,1.01,0.832,177,109,117,3.54,1.00,2.89,209,1456,0.00,2.59,0.000,0.00,1.000,-9.00,4.3,13,0.00,0
507.776,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.59,-11.59,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.00,1.00,0.832,176,109,117,3.52,1.02,2.91,209,1444,0.00,2.64,0.000,0.00,1.000,-8.95,4.3,13,0.00,0
507.835,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.58,-11.58,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.00,1.00,0.832,176,109,118,3.52,1.02,2.93,209,1440,0.00,2.64,0.000,0.00,1.000,-8.94,4.3,13,0.00,0
507.917,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.84,-11.53,-11.55,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.00,0.99,0.832,176,109,118,3.51,1.00,2.98,209,1430,0.00,2.66,0.000,0.00,1.000,-8.91,4.3,13,0.00,0
507.981,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.56,-11.55,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,573,438,2,0.0,7.00,0.98,0.832,176,109,118,3.48,1.00,2.94,209,1418,0.00,2.69,0.000,0.00,1.000,-8.85,4.3,13,0.00,0
508.035,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.55,-11.55,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,568,438,2,0.0,7.00,0.97,0.832,175,109,118,3.45,1.00,2.96,209,1405,0.00,2.75,0.000,0.00,1.000,-8.80,4.3,13,0.00,0
508.105,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.53,-11.55,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,573,438,2,0.0,7.00,0.97,0.832,175,109,118,3.45,1.00,2.97,209,1396,0.00,2.76,0.000,0.00,1.000,-8.77,3.9,12,0.00,0
508.191,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.55,-11.54,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,573,438,2,0.0,7.00,0.96,0.832,175,109,118,3.43,0.98,2.96,209,1387,0.00,2.81,0.000,0.00,1.000,-8.73,3.9,12,0.00,0
508.247,off,0.00,0.00,3.91,-2.34,22.20,0,0,0.0,14.50,13.76,-11.53,-11.54,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,4,573,438,2,0.0,6.50,0.95,0.832,174,109,118,3.39,0.98,2.97,209,1373,0.00,2.87,0.000,0.00,1.000,-8.68,3.9,12,0.00,0
508.319,off,0.00,0.00,3.91,-2.34,22.20,0,0,9.8,14.50,13.52,-11.53,-11.53,14.61,0.14,0.15,13.34,196,0.875,0,0.00,0.00,0,586,518,2,0.0,6.50,0.94,0.832,174,109,118,3.41,1.00,2.97,209,1359,26.48,4.60,0.000,0.00,1.000,-6.93,6.3,12,0.00,0
508.367,off,0.00,0.00,3.91,-2.34,22.20,0,0,15.3,14.50,13.68,-11.20,-11.31,13.67,0.17,0.18,13.34,196,0.875,0,0.00,0.00,0,591,518,2,0.0,7.50,0.87,0.774,174,109,118,4.03,1.22,3.31,209,1351,33.05,4.87,0.000,0.00,1.000,-6.49,6.7,12,0.00,0
508.438,off,0.00,6.25,3.91,-2.34,22.20,0,-3,18.4,14.50,13.68,-10.80,-11.00,13.67,0.19,0.20,13.34,196,0.875,0,0.00,0.00,0,649,464,2,0.0,9.00,0.94,0.813,175,109,118,4.79,1.26,3.70,209,1390,41.45,5.02,0.000,0.00,1.000,-6.06,7.9,12,0.00,0
508.498,off,0.00,6.25,3.91,-2.34,22.20,0,-7,18.0,14.50,13.60,-10.35,-10.57,13.67,0.23,0.24,13.25,196,0.875,0,0.00,0.00,0,623,464,2,0.0,-3.50,0.94,0.813,174,109,118,5.67,1.34,4.16,209,1386,51.78,5.29,0.000,0.00,1.000,-5.28,8.7,12,0.00,0
508.555,off,0.00,6.25,3.91,-2.34,22.20,0,-15,17.3,14.50,13.68,-9.88,-10.14,13.67,0.27,0.28,13.02,196,0.875,0,0.00,0.00,0,584,464,2,0.0,12.50,1.21,1.034,175,109,118,6.62,1.38,4.63,209,1402,60.24,5.43,0.000,0.00,1.000,-4.76,9.8,12,0.00,0
508.632,off,0.00,6.25,3.91,-2.34,22.20,0,-18,16.1,14.50,13.68,-9.28,-9.55,13.67,0.34,0.34,13.02,196,0.875,0,0.00,0.00,0,572,584,2,0.0,13.50,1.58,1.363,175,109,118,8.03,1.54,5.23,209,1390,69.54,5.48,0.000,0.00,1.000,-4.19,11.0,12,0.00,0
508.706,off,0.00,6.25,3.91,-2.34,22.20,0,-18,15.7,14.50,13.60,-8.43,-8.80,13.67,0.40,0.41,12.98,196,0.875,0,0.00,0.00,0,587,730,2,0.0,14.00,1.95,1.763,173,109,118,9.35,1.58,6.08,209,1325,81.48,5.62,0.000,0.00,1.000,-3.18,11.4,12,0.00,0
508.767,off,0.00,6.25,3.91,-2.34,22.20,0,-17,15.3,14.50,13.68,-7.14,-7.90,13.66,0.49,0.50,12.89,196,0.875,0,0.00,0.00,0,770,916,2,0.0,14.50,1.99,1.763,174,109,118,11.58,1.70,7.36,209,1355,95.65,5.65,0.000,0.00,1.000,-2.42,13.4,12,0.00,0
508.841,off,0.00,6.25,3.91,-2.34,22.20,1,-15,14.9,14.50,13.68,-6.17,-6.98,13.65,0.57,0.57,12.80,196,0.875,0,0.00,0.00,0,885,1115,2,-1.0,6.50,2.27,1.946,175,109,118,13.57,1.86,8.33,209,1402,107.78,5.46,0.000,0.00,1.000,-1.72,15.7,12,0.00,0
508.891,off,0.00,6.25,3.91,-2.34,22.20,1,-13,11.8,14.50,13.52,-5.09,-5.98,13.66,0.62,0.63,12.80,196,0.875,0,0.00,0.00,0,1023,1208,2,-2.0,5.50,2.49,2.115,176,109,118,14.98,1.90,9.41,209,1410,102.75,4.47,0.000,0.00,1.000,-1.72,15.7,12,0.00,0
508.945,off,0.00,6.25,3.91,-2.34,19.54,3,-9,6.3,14.50,13.68,-4.80,-5.26,13.66,0.65,0.65,12.80,196,0.875,0,0.00,0.00,0,1203,1301,2,-2.0,12.00,2.27,1.968,175,109,118,14.93,1.72,9.71,208,1383,84.75,2.49,0.000,0.00,1.000,-2.89,12.6,12,0.00,0
509.015,off,0.00,6.25,3.91,-2.34,15.08,4,-7,5.5,14.50,13.52,-5.08,-5.14,13.66,0.61,0.62,12.80,196,0.875,0,0.00,0.00,0,1197,1208,2,-1.5,12.50,2.27,1.968,175,109,120,14.12,1.66,9.42,208,1384,63.75,0.66,0.000,0.00,1.000,-4.48,11.4,12,0.00,0
509.097,off,2.34,6.25,3.91,-2.34,14.13,6,1,6.3,14.50,13.52,-5.67,-5.55,13.66,0.57,0.57,13.68,196,0.875,0,0.00,0.00,0,1183,1115,2,-1.0,11.50,2.14,1.808,176,109,120,13.49,1.48,8.83,208,1423,46.43,-0.25,0.000,0.00,1.000,-5.67,8.7,12,0.00,0
509.155,off,0.78,6.25,3.91,-2.34,13.87,7,5,5.9,14.50,13.68,-6.68,-6.17,13.65,0.53,0.53,13.68,196,0.875,0,0.00,0.00,0,1114,1022,2,-0.5,16.50,1.85,1.562,175,109,118,12.46,1.38,7.83,208,1424,43.84,0.25,0.000,0.00,1.000,-5.92,8.3,12,0.00,0
509.241,off,0.78,6.25,3.91,-2.34,13.86,7,6,6.3,14.50,13.68,-7.07,-6.78,13.66,0.48,0.49,13.73,196,0.875,0,0.00,0.00,0,1071,916,2,0.0,18.00,1.82,1.542,175,109,118,11.36,1.40,7.43,208,1412,47.11,1.00,0.000,0.00,1.000,-5.70,8.7,12,0.00,0
509.298,off,0.78,6.25,3.91,-2.34,14.03,7,6,6.7,14.50,13.52,-7.20,-7.10,13.66,0.45,0.46,13.73,196,0.875,0,0.00,0.00,0,969,823,2,0.0,18.00,1.70,1.421,176,109,118,10.93,1.40,7.31,208,1435,50.90,1.62,0.000,0.00,1.000,-5.48,9.1,12,0.00,0
509.356,off,1.56,6.25,3.91,-2.34,14.02,8,4,6.3,14.50,13.52,-7.47,-7.32,13.66,0.44,0.44,13.78,196,0.875,3,0.00,0.00,0,896,823,2,0.0,18.50,1.72,1.421,177,109,118,10.67,1.40,7.03,208,1457,46.46,1.48,0.000,0.00,1.000,-5.84,8.7,13,0.00,0
509.415,off,1.56,6.25,3.91,-2.34,14.01,8,3,5.9,14.50,13.60,-7.64,-7.51,13.67,0.41,0.42,13.78,196,0.875,3,0.00,0.00,0,858,730,2,0.0,19.00,1.70,1.402,177,109,118,10.31,1.40,6.86,208,1457,47.29,1.72,0.000,0.00,1.000,-5.79,8.7,13,0.00,0
509.496,off,1.56,6.25,3.91,-2.34,13.97,9,1,5.5,14.50,13.44,-7.72,-7.67,13.67,0.40,0.41,13.78,196,0.875,3,0.00,0.00,0,818,730,2,0.0,19.00,1.70,1.405,176,109,118,9.89,1.40,6.78,208,1451,39.19,1.32,0.000,0.00,1.000,-6.32,7.9,13,0.00,0
509.560,off,1.56,6.25,3.91,-2.34,14.02,10,-1,5.5,14.50,13.44,-8.08,-7.93,13.67,0.39,0.39,13.78,196,0.875,3,0.00,0.00,0,780,650,2,0.0,19.50,1.58,1.290,176,109,118,9.54,1.36,6.42,208,1468,40.41,1.63,0.000,0.00,1.000,-6.28,7.9,13,0.00,0
509.615,off,2.34,6.25,3.91,-2.34,14.02,11,-3,5.5,14.50,13.60,-8.20,-8.11,13.67,0.37,0.38,13.84,196,0.875,3,0.00,0.00,0,741,650,2,0.0,20.00,1.63,1.325,177,109,118,9.33,1.34,6.30,208,1479,40.43,1.77,0.000,0.00,1.000,-6.31,7.9,13,0.00,0
509.692,off,2.34,6.25,3.91,-2.34,13.97,12,-7,6.3,14.50,13.52,-8.32,-8.26,13.67,0.36,0.37,13.84,196,0.875,3,0.00,0.00,0,695,650,2,0.0,20.00,1.63,1.325,177,109,118,9.05,1.34,6.19,208,1475,42.62,2.04,0.000,0.00,1.000,-6.20,7.9,13,0.00,0
509.761,off,1.56,6.25,3.91,-2.34,13.82,12,-9,7.8,14.50,13.36,-8.43,-8.36,13.67,0.36,0.36,13.84,196,0.875,3,0.00,0.00,0,678,650,2,0.0,20.00,1.62,1.315,177,109,118,8.93,1.36,6.08,208,1477,46.49,2.46,0.000,0.00,1.000,-5.90,8.3,13,0.00,0
509.826,off,1.56,6.25,3.91,-2.34,13.77,12,-11,11.0,14.50,13.52,-8.40,-8.38,13.67,0.35,0.36,13.84,196,0.875,3,0.00,0.00,0,665,650,2,0.0,21.00,1.64,1.328,177,109,118,8.94,1.38,6.11,208,1486,51.62,2.75,0.000,0.00,1.000,-5.61,8.7,13,0.00,0
509.909,off,0.78,6.25,3.91,-2.34,13.54,12,-11,12.5,14.50,13.44,-8.32,-8.34,13.67,0.36,0.36,13.84,196,0.875,3,0.00,0.00,0,640,650,2,0.0,21.00,1.68,1.357,177,109,118,9.00,1.40,6.18,208,1488,58.26,3.22,0.000,0.00,1.000,-5.12,9.1,13,0.00,0
509.970,off,0.00,6.25,3.91,-2.34,13.43,13,-12,14.5,14.50,13.44,-8.20,-8.25,13.67,0.36,0.37,13.84,196,0.875,3,0.00,0.00,0,635,650,2,0.0,21.00,1.72,1.389,177,109,118,9.27,1.44,6.30,208,1486,65.65,3.60,0.000,0.00,1.000,-4.69,9.8,13,0.00,0
510.025,off,-0.78,6.25,3.91,-2.34,13.29,13,-12,16.5,14.50,13.52,-7.88,-8.01,13.67,0.39,0.39,13.84,196,0.875,3,0.00,0.00,0,617,650,2,0.0,20.00,1.82,1.466,177,109,118,9.77,1.54,6.62,208,1492,76.12,4.04,0.000,0.00,1.000,-4.03,11.4,14,0.00,0
510.106,off,-0.78,6.25,3.91,-2.34,13.21,13,-12,18.8,14.50,13.52,-7.36,-7.54,13.67,0.44,0.44,13.78,196,0.875,3,0.00,0.00,0,667,730,2,0.0,20.00,2.12,1.696,178,109,118,11.09,1.62,7.14,208,1499,101.44,5.38,0.000,0.00,1.000,-2.16,13.0,14,0.00,0
510.170,off,-1.56,6.25,3.91,-2.34,13.24,13,-12,20.4,14.50,13.60,-5.67,-6.60,13.65,0.53,0.54,13.73,196,0.875,3,0.00,0.00,0,690,1022,2,-0.5,19.50,2.15,1.696,178,111,118,13.87,1.86,8.83,208,1519,136.55,6.45,0.000,0.00,1.000,-0.36,15.7,14,0.00,0
510.227,off,-1.56,6.25,3.91,-2.34,13.28,13,-12,20.4,14.50,13.52,-4.71,-5.59,13.65,0.59,0.61,13.68,196,0.875,3,0.00,0.00,0,946,1208,2,-1.5,15.50,2.37,1.850,178,111,118,15.74,1.96,9.79,209,1537,147.53,6.56,0.000,3.13,1.000,0.76,17.7,14,0.00,0
510.292,off,-1.56,6.25,3.91,-2.34,13.37,14,-11,20.8,14.50,13.36,-3.97,-4.60,13.70,0.66,0.66,13.68,196,0.875,5,0.00,0.00,0,1101,1301,2,-2.0,14.00,2.41,1.878,179,111,118,17.12,1.98,10.53,209,1540,149.59,5.61,0.000,3.13,0.733,0.83,18.1,14,0.00,0
510.346,off,-1.56,6.25,3.91,-2.34,13.47,16,-10,20.8,14.50,13.36,-2.47,-3.45,13.72,0.75,0.75,13.73,196,0.875,9,0.00,0.00,0,1159,1393,2,-2.0,12.00,2.49,1.920,179,111,118,19.64,2.06,12.03,209,1554,150.69,4.52,0.000,3.13,0.525,0.84,22.0,14,0.00,0
510.428,off,-0.78,6.25,3.91,-2.34,13.73,18,-9,20.8,14.50,13.52,-1.63,-2.27,13.71,0.79,0.79,13.73,196,0.875,11,0.00,0.00,0,1289,1447,2,-2.0,11.00,2.75,2.093,179,111,118,20.77,2.06,12.87,209,1576,152.88,3.18,0.000,3.13,0.033,0.92,22.4,14,0.00,0
510.482,off,0.78,6.25,3.91,-2.34,14.01,21,-5,20.8,14.50,12.88,-1.10,-1.54,13.71,0.83,0.83,13.94,196,0.875,13,0.00,0.00,0,1366,1447,2,-2.0,6.50,2.76,2.093,179,111,118,21.99,2.02,13.41,209,1582,153.18,2.47,0.000,2.34,0.000,0.93,25.6,14,0.00,0
510.557,off,2.34,6.25,3.91,-2.34,14.36,23,1,20.4,14.50,12.88,-0.85,-1.08,13.71,0.83,0.84,14.25,196,0.875,13,0.00,0.00,0,1339,1447,2,-1.5,6.00,2.83,2.106,180,111,118,22.57,2.02,13.66,208,1613,153.15,2.05,0.000,1.78,0.000,0.91,26.0,14,0.00,0
510.632,off,3.12,6.25,3.91,-2.34,14.55,25,4,20.4,14.50,12.96,-0.86,-0.91,13.71,0.83,0.84,14.53,196,0.875,15,0.00,0.00,0,1379,1513,2,-1.5,6.50,2.77,2.035,182,111,118,22.77,2.04,13.64,208,1633,152.41,1.73,0.000,1.36,0.000,0.82,25.6,14,0.00,0
510.701,off,4.69,6.25,3.91,-2.34,14.58,27,7,20.0,14.50,12.96,-0.82,-0.85,13.71,0.83,0.83,14.70,196,0.875,15,0.00,0.00,0,1454,1513,2,-1.5,6.50,2.73,1.990,182,111,118,22.75,2.00,13.68,208,1644,148.49,1.51,0.000,1.09,0.000,0.65,24.8,14,0.00,0
510.755,off,4.69,6.25,3.91,-2.34,14.62,30,8,20.0,14.50,13.12,-0.75,-0.83,13.71,0.81,0.82,14.70,196,0.875,17,0.00,0.00,0,1525,1513,2,-1.5,7.00,2.73,1.962,183,111,118,22.93,2.02,13.76,208,1669,148.12,1.41,0.000,1.00,0.000,0.58,24.0,15,0.00,0
510.837,off,5.47,6.25,3.91,-2.34,14.66,31,8,19.6,14.50,12.80,-0.78,-0.82,13.73,0.81,0.82,14.70,196,0.875,17,0.00,0.00,0,1531,1513,2,-1.5,7.50,2.85,2.000,185,111,118,23.34,1.98,13.72,208,1709,146.40,1.25,0.000,0.86,0.000,0.45,23.6,15,0.00,0
510.895,off,5.47,6.25,3.91,-2.34,14.59,31,7,19.6,14.50,13.04,-0.80,-0.84,13.81,0.80,0.81,14.70,196,0.875,17,0.00,0.00,0,1546,1513,2,-1.5,8.00,2.90,2.006,187,111,118,23.43,2.00,13.71,208,1735,145.34,1.17,0.000,0.79,0.000,0.33,23.2,15,0.00,0
510.977,off,5.47,5.47,3.91,-2.34,14.48,31,6,19.2,14.50,12.88,-0.85,-0.86,13.87,0.80,0.80,14.70,196,0.875,19,0.00,0.00,0,1556,1513,2,-1.5,9.00,2.91,1.997,188,111,118,23.51,2.00,13.66,208,1752,142.94,1.07,0.000,0.69,0.000,0.23,22.8,16,0.00,0
511.038,off,5.47,4.69,3.91,-2.34,14.43,32,4,19.2,14.50,13.04,-0.88,-0.86,13.95,0.80,0.80,14.70,196,0.875,19,0.00,0.00,0,1530,1447,2,-1.5,9.00,2.91,1.952,190,111,118,23.96,2.02,13.62,208,1790,142.39,0.90,0.000,0.54,0.000,0.05,22.4,16,0.00,0
511.095,off,5.47,4.69,3.91,-2.34,14.34,32,3,20.0,14.50,13.04,-0.89,-0.85,14.01,0.79,0.79,14.70,196,0.875,19,0.00,0.00,0,1502,1447,2,-1.5,9.00,2.95,1.949,191,111,118,24.04,2.04,13.61,208,1817,145.61,1.00,0.000,0.64,0.000,0.13,22.4,16,0.00,0
511.177,off,5.47,3.91,3.91,-2.34,14.32,32,3,20.0,14.50,12.88,-0.77,-0.83,14.07,0.79,0.79,14.64,196,0.875,21,0.00,0.00,0,1495,1447,2,-1.5,9.50,3.01,1.965,192,111,118,24.36,2.06,13.74,208,1839,145.31,0.88,0.000,0.53,0.000,0.05,22.4,16,0.00,0
511.235,off,4.69,3.91,3.91,-2.34,14.21,33,2,20.4,14.50,13.04,-0.74,-0.77,14.15,0.79,0.79,14.64,194,0.875,21,0.00,0.00,0,1447,1447,2,-1.5,9.50,2.97,1.933,192,111,118,24.40,2.04,13.76,208,1846,149.47,0.99,0.000,0.62,0.000,0.23,23.2,16,0.00,0
