Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (deg),AVCS In Left (deg),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (deg),Fine Knock Learn (deg),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (deg),Ignition Timing (deg),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI (deg),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.5.0-25420][2021 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
511.312,off,3.91,3.12,3.91,-2.34,14.14,33,1,20.0,14.50,12.96,-0.54,-0.70,14.21,0.79,0.80,14.64,194,0.875,23,0.00,0.00,0,1507,1447,2,-1.5,9.00,3.14,2.010,194,111,118,25.04,2.08,13.96,208,1875,146.70,0.79,0.000,0.45,0.000,0.09,22.8,17,0.00,0
511.387,off,3.91,2.34,3.91,-2.34,14.09,33,1,20.4,14.50,13.04,-0.66,-0.68,14.29,0.78,0.79,14.64,194,0.875,23,0.00,0.00,0,1472,1447,2,-1.5,9.50,3.16,1.974,196,111,118,25.26,2.04,13.85,208,1923,146.54,0.59,0.000,0.30,0.000,-0.09,22.4,17,0.00,0
511.449,off,3.12,1.56,3.91,-2.34,14.11,33,0,20.4,14.50,12.88,-0.67,-0.67,14.35,0.78,0.79,14.64,194,0.875,25,0.00,0.00,0,1462,1447,2,-1.5,9.50,3.09,1.926,196,111,118,25.24,2.08,13.83,208,1927,147.41,0.56,0.000,0.27,0.000,-0.13,22.4,17,0.00,0
511.507,off,2.34,1.56,3.91,-2.34,14.12,33,0,20.8,14.50,12.96,-0.59,-0.62,14.41,0.78,0.79,14.64,194,0.875,25,0.00,0.00,0,1479,1447,2,-1.5,9.50,3.00,1.878,196,111,118,25.17,2.08,13.92,208,1915,150.94,0.69,0.000,0.36,0.000,0.03,22.8,17,0.00,0
511.566,off,2.34,1.56,3.91,-2.34,14.19,33,-1,25.5,14.50,13.04,-0.50,-0.50,14.47,0.79,0.79,14.64,194,0.875,25,0.00,0.00,0,1454,1447,2,-1.5,9.50,3.08,1.901,197,111,118,25.87,2.10,14.00,208,1945,176.40,1.46,0.000,1.04,0.000,0.89,24.4,17,0.00,0
511.650,off,2.34,0.78,3.91,-2.34,14.27,33,-1,34.1,14.50,13.12,-0.15,-0.20,14.56,0.84,0.84,14.64,194,0.875,27,0.00,0.00,0,1505,1513,2,-1.5,9.50,3.26,1.978,199,111,118,27.77,2.24,14.35,208,1979,213.48,3.52,0.207,3.13,0.000,3.27,29.1,17,0.00,0
511.709,off,2.34,0.00,3.91,-2.34,14.36,34,-2,35.3,14.50,13.04,0.34,0.18,14.62,0.87,0.88,14.64,194,0.875,27,0.00,0.00,0,1530,1513,2,-1.5,8.00,3.48,2.086,200,111,120,29.46,2.28,14.84,208,2004,237.74,5.36,0.441,3.13,0.000,5.45,33.1,17,11.76,0
511.768,off,2.34,0.00,3.91,-2.34,14.37,33,-2,36.5,14.50,13.12,0.45,0.40,14.65,0.89,0.90,14.70,194,0.875,27,0.00,0.00,0,1535,1513,2,-1.5,9.00,3.61,2.138,201,111,120,30.47,2.26,14.96,208,2026,241.11,5.53,0.441,3.13,0.000,5.87,33.5,18,13.33,0
511.836,off,1.56,0.00,3.91,-2.34,14.38,32,-2,38.4,14.50,13.44,0.64,0.58,14.61,0.92,0.92,14.64,194,0.875,10,0.00,0.00,0,1551,1593,2,-1.5,8.50,3.63,2.112,203,111,120,31.78,2.30,15.14,208,2060,248.35,5.88,0.441,3.13,0.040,6.43,34.6,18,15.69,0
511.913,off,2.34,0.00,3.91,-2.34,14.47,32,-2,39.6,14.50,13.52,0.83,0.70,14.59,0.96,0.96,14.64,194,0.875,4,0.00,0.00,0,1526,1593,2,-1.5,7.00,3.86,2.221,204,111,120,33.67,2.34,15.33,208,2088,253.01,6.26,0.441,3.13,0.215,6.95,36.2,18,19.22,0
511.987,off,2.34,0.00,3.91,-2.34,14.32,30,-2,39.6,14.50,13.68,0.86,0.79,14.59,1.00,1.00,14.64,194,0.875,1,0.00,0.00,0,1583,1593,2,-1.5,8.00,4.12,2.355,204,111,120,35.06,2.38,15.36,208,2099,252.90,6.17,0.441,3.13,0.677,6.95,36.2,19,18.82,0
512.047,off,0.78,0.00,3.91,-2.34,13.96,21,-2,38.8,14.50,13.04,0.91,0.89,14.60,1.02,1.03,14.64,194,0.875,1,0.00,0.00,0,1641,1646,2,-1.5,11.00,4.11,2.294,207,111,118,37.00,2.42,15.41,208,2149,251.40,6.04,0.441,3.13,0.816,6.94,35.8,19,18.43,0
512.121,off,0.00,0.00,3.91,-2.34,14.15,12,-1,37.6,14.50,13.04,0.99,0.91,14.60,1.03,1.05,14.64,194,0.875,1,0.00,0.00,0,1587,1646,2,-1.5,10.50,4.40,2.426,208,111,118,38.05,2.42,15.50,208,2176,246.80,5.72,0.441,3.13,0.876,6.61,33.1,19,15.69,0
512.171,off,0.00,0.00,3.91,-2.34,14.40,11,1,37.3,14.50,13.12,0.84,0.90,14.60,1.06,1.06,14.64,194,0.875,1,0.00,0.00,0,1581,1646,2,-1.5,12.00,4.29,2.346,207,111,118,39.14,2.44,15.35,208,2197,246.08,5.56,0.441,3.13,0.936,6.44,32.3,19,14.12,0
512.226,off,1.56,0.00,3.91,-2.34,14.60,12,7,37.3,14.50,12.96,1.00,0.91,14.53,1.09,1.09,14.59,194,0.875,1,0.00,0.00,0,1650,1699,2,-1.5,11.00,4.67,2.525,205,111,118,40.58,2.50,15.50,208,2220,245.86,5.56,0.441,3.13,0.996,6.49,32.3,19,14.12,0
512.307,off,1.56,0.00,3.91,-2.34,14.67,12,9,34.1,14.50,13.12,1.10,0.98,14.53,1.11,1.11,14.59,194,0.875,1,0.00,0.00,0,1655,1699,2,-1.5,11.00,4.71,2.502,205,111,118,42.22,2.48,15.60,208,2260,235.41,4.77,0.500,3.13,1.000,5.76,31.9,20,12.94,0
512.372,off,1.56,0.00,3.91,-2.34,14.63,13,15,33.7,14.50,13.12,0.77,0.90,14.53,1.11,1.12,14.59,194,0.875,1,0.00,0.00,0,1703,1699,2,-1.5,11.00,5.10,2.653,208,111,118,43.05,2.52,15.28,208,2307,234.40,4.69,0.770,3.13,1.000,5.59,29.5,20,8.63,0
512.428,off,2.34,0.00,3.91,-2.34,14.59,13,19,33.7,14.50,13.12,1.04,0.89,14.47,1.12,1.13,14.47,194,0.875,1,0.00,0.00,0,1670,1765,2,-1.5,11.00,5.23,2.710,207,111,118,43.89,2.54,15.55,208,2318,234.01,4.79,0.953,3.13,1.000,5.65,29.1,21,8.63,0
512.477,off,1.56,0.00,3.91,-2.34,14.40,13,21,33.7,14.50,12.88,0.92,0.94,14.47,1.14,1.14,14.47,194,0.875,1,0.00,0.00,0,1724,1765,2,-1.5,11.00,5.03,2.566,209,111,118,44.81,2.56,15.42,208,2354,234.10,4.68,1.188,3.13,1.000,5.64,29.1,21,8.63,0
512.536,off,1.56,0.00,3.91,-2.34,14.31,14,22,33.7,14.50,13.28,0.82,0.93,14.46,1.14,1.14,14.47,194,0.875,1,0.00,0.00,0,1773,1765,2,-1.5,11.00,5.11,2.550,212,111,117,45.86,2.58,15.33,208,2403,234.96,4.81,1.379,3.11,1.000,5.76,28.7,21,8.63,0
512.617,off,0.78,0.00,3.91,-2.34,14.24,14,22,33.3,14.50,12.96,1.27,0.96,14.46,1.14,1.14,14.47,194,0.875,1,0.00,0.00,0,1811,1765,2,-1.5,11.00,5.06,2.483,212,111,117,46.65,2.58,15.77,208,2445,233.40,4.82,1.520,3.11,1.000,5.76,28.3,21,8.24,0
512.681,off,0.00,0.00,3.91,-2.34,14.22,14,21,33.3,14.50,13.28,1.30,1.07,14.46,1.15,1.15,14.47,194,0.875,1,0.00,0.00,0,1763,1765,2,-1.5,11.00,5.34,2.602,210,111,117,47.47,2.62,15.80,208,2464,234.05,4.69,1.832,3.11,1.000,5.76,28.0,22,7.84,0
512.735,off,0.00,0.00,3.91,-2.34,14.28,14,21,33.7,14.50,12.80,1.34,1.12,14.46,1.15,1.16,14.47,194,0.875,1,0.00,0.00,0,1789,1765,2,-1.5,11.50,5.31,2.544,210,111,117,48.41,2.64,15.85,208,2503,235.81,4.82,1.973,3.11,1.000,5.93,28.3,22,8.63,0
512.816,off,0.00,0.00,3.91,-2.34,14.31,14,21,33.7,14.50,13.04,1.30,1.28,14.40,1.16,1.16,14.47,194,0.875,1,0.00,0.00,0,1771,1818,2,-1.5,11.50,5.31,2.506,210,109,117,49.37,2.64,15.81,208,2545,235.71,4.80,2.102,3.11,1.000,6.02,28.3,22,8.63,0
512.880,off,0.00,0.00,3.91,-2.34,14.17,14,20,32.5,14.50,13.20,1.36,1.41,14.40,1.15,1.16,14.42,194,0.875,1,0.00,0.00,0,1853,1818,2,-1.5,11.50,5.67,2.627,209,109,117,50.24,2.66,15.86,208,2592,232.90,4.48,2.480,3.11,1.000,5.88,28.3,23,8.63,0
512.936,off,0.00,0.00,3.91,-2.34,14.21,14,20,31.8,14.50,12.72,1.71,1.46,14.40,1.16,1.17,14.42,194,0.875,1,0.00,0.00,0,1901,1818,2,-1.5,11.50,5.45,2.493,210,109,115,51.06,2.68,16.22,208,2622,229.91,4.23,3.020,3.11,1.000,5.66,28.0,23,7.84,0
513.013,off,-0.78,0.00,3.91,-2.34,14.15,14,20,32.2,14.50,12.96,1.82,1.44,14.40,1.15,1.16,14.42,194,0.875,1,0.00,0.00,0,1846,1818,2,-1.5,11.50,5.63,2.544,212,109,115,51.72,2.68,16.33,208,2655,230.90,4.35,3.574,3.11,1.000,5.72,28.0,24,8.24,0
513.087,off,-0.78,0.00,4.69,-2.34,14.20,14,20,32.2,14.50,13.12,1.60,1.49,14.40,1.16,1.17,14.42,194,0.875,1,0.00,0.00,0,1832,1818,2,-1.5,11.50,5.77,2.570,210,109,115,52.49,2.72,16.10,208,2693,231.94,4.43,4.074,3.11,1.000,5.91,28.0,24,9.02,0
513.146,off,-0.78,0.00,4.69,-2.34,14.27,14,20,32.2,14.50,13.28,1.48,1.65,14.40,1.16,1.17,14.42,194,0.875,1,0.00,0.00,0,1867,1818,2,-1.5,11.50,5.77,2.522,210,109,115,53.49,2.72,15.98,208,2746,232.60,4.38,4.234,3.11,1.000,6.02,28.0,24,9.02,0
513.218,off,-0.78,0.00,4.69,-2.34,14.31,15,20,32.5,14.50,12.80,1.96,1.66,14.40,1.16,1.17,14.42,194,0.875,1,0.00,0.00,0,1841,1871,2,-1.5,11.50,5.97,2.573,210,109,115,54.47,2.76,16.47,208,2783,234.16,4.51,4.500,3.11,1.000,6.15,28.0,24,9.02,0
513.281,off,-0.78,0.00,4.69,-2.34,14.35,15,20,33.3,14.50,13.20,1.75,1.85,14.40,1.18,1.18,14.42,194,0.875,1,0.00,0.00,0,1853,1871,2,-1.5,11.50,5.95,2.534,209,109,115,55.47,2.76,16.25,208,2816,236.19,4.49,4.750,3.11,1.000,6.30,28.3,25,9.41,0
513.336,off,0.00,0.00,4.69,-2.34,14.48,15,20,33.7,14.50,13.28,1.80,1.84,14.40,1.19,1.20,14.42,194,0.875,1,0.00,0.00,0,1844,1871,2,-1.5,11.00,6.30,2.653,216,109,113,57.05,2.80,16.30,208,2849,237.41,4.63,5.066,3.09,1.000,6.47,28.7,25,10.20,0
513.417,off,0.78,0.00,4.69,-2.34,14.46,15,21,33.7,14.50,13.04,2.40,2.01,14.30,1.20,1.21,14.36,194,0.875,1,0.00,0.00,0,1855,1871,2,-1.5,11.50,6.45,2.666,223,109,113,58.75,2.82,16.90,208,2902,237.95,4.58,5.254,3.09,1.000,6.50,28.7,25,10.20,0
513.481,off,0.78,0.00,4.69,-2.34,14.44,15,21,33.7,14.50,13.28,2.31,2.22,14.30,1.22,1.23,14.31,194,0.875,1,0.00,0.00,0,1854,1938,2,-1.5,11.00,6.70,2.723,230,109,113,60.42,2.84,16.82,208,2953,237.49,4.22,5.254,3.09,1.000,6.41,29.1,26,9.80,0
513.536,off,0.78,0.00,4.69,-2.34,14.46,15,21,33.7,14.50,13.04,2.24,2.34,14.29,1.23,1.24,14.31,194,0.875,1,0.00,0.00,0,1976,1938,2,-1.5,11.00,6.54,2.634,234,109,113,61.44,2.86,16.74,208,2982,237.23,4.06,5.711,3.09,1.000,6.38,28.7,26,9.80,0
513.620,off,0.78,0.00,4.69,-2.34,14.45,15,21,34.1,14.50,13.20,2.38,2.44,14.19,1.24,1.24,14.20,194,0.875,1,0.00,0.00,0,1974,1938,2,-1.5,11.00,6.86,2.714,245,109,113,63.11,2.90,16.88,208,3034,237.28,3.91,5.711,3.09,1.000,6.33,28.7,27,9.80,0
513.677,off,1.56,0.00,4.69,-2.34,14.29,15,20,34.1,14.50,13.76,2.70,2.51,14.17,1.25,1.26,14.20,194,0.875,1,0.00,0.00,0,1951,1938,2,-1.5,10.50,7.28,2.835,253,109,113,64.69,2.90,17.21,208,3081,236.85,3.79,5.957,3.09,1.000,6.29,29.1,27,9.41,0
513.736,off,0.78,0.00,4.69,-2.34,14.18,15,20,33.7,14.50,13.60,2.58,2.44,14.15,1.25,1.26,14.20,194,0.875,1,0.00,0.00,0,1957,1991,2,-1.5,10.50,7.22,2.781,259,109,113,65.63,2.94,17.09,208,3118,236.00,3.72,5.957,3.09,1.000,6.16,29.1,27,9.02,0
513.817,off,0.78,0.00,4.69,-2.34,14.10,15,20,32.9,14.50,13.92,2.22,2.36,14.13,1.27,1.27,14.20,194,0.875,1,0.00,0.00,0,2051,1991,2,-1.5,10.50,6.98,2.653,266,109,111,66.68,2.94,16.72,208,3155,232.53,3.38,5.957,3.09,1.000,5.74,28.7,28,8.63,0
513.882,off,0.00,0.00,4.69,-2.34,14.00,14,20,32.5,14.50,13.76,2.37,2.39,14.13,1.24,1.24,14.15,194,0.875,1,0.00,0.00,0,1978,1991,2,-1.5,10.50,7.37,2.765,274,109,111,66.39,2.90,16.88,208,3197,229.55,3.12,5.957,3.09,1.000,5.51,28.0,29,7.45,0
513.936,off,0.00,0.00,4.69,-2.34,13.91,14,19,12.5,14.50,13.84,2.09,2.07,14.11,1.23,1.24,14.15,194,0.875,1,0.00,0.00,0,1998,1991,2,-1.5,11.00,7.16,2.653,273,109,111,66.95,2.88,16.59,208,3239,145.00,-2.25,0.000,0.00,1.000,-0.10,22.0,29,0.00,0
514.018,off,-0.78,0.00,4.69,-2.34,13.87,14,19,0.0,14.50,13.92,-0.06,0.58,14.63,1.03,1.04,14.53,194,0.875,0,0.00,0.00,0,1786,438,2,-1.5,12.00,6.27,2.304,260,108,111,55.86,2.48,14.45,208,3263,110.00,-3.76,0.000,0.00,1.000,-3.18,20.9,29,0.00,0
514.076,off,-3.91,0.00,4.69,-2.34,13.71,10,18,0.0,14.50,13.76,-2.91,-1.67,14.64,0.85,0.86,14.64,194,0.875,0,0.00,0.00,0,1263,438,2,-1.5,15.50,5.71,2.102,252,108,111,46.23,2.38,11.60,208,3257,75.00,-4.19,0.000,0.00,1.000,-5.44,17.3,29,0.00,0
514.160,off,0.00,0.00,4.69,-2.34,14.04,0,8,0.0,14.50,13.84,-5.39,-3.83,14.61,0.71,0.72,14.70,194,0.875,0,0.00,0.00,1,886,438,2,-1.5,15.50,5.72,2.096,248,108,109,37.59,2.00,9.11,208,3277,0.00,-7.67,0.000,0.00,1.000,-11.50,7.1,30,0.00,0
514.219,off,0.00,0.00,4.69,-2.34,14.18,0,0,0.0,14.50,14.00,-8.48,-6.97,14.55,0.48,0.48,14.70,194,0.875,0,0.00,0.00,1,699,438,2,-1.5,11.00,4.65,1.690,243,108,109,25.99,1.04,6.02,208,3301,0.00,-4.89,0.000,0.00,1.000,-11.51,5.5,30,0.00,0
514.276,off,0.00,0.00,4.69,-2.34,14.31,0,-2,0.0,14.50,13.92,-9.70,-8.91,14.58,0.35,0.35,14.47,194,0.875,0,0.00,0.00,1,548,438,2,-1.0,11.00,4.12,1.488,232,108,109,19.03,0.86,4.80,208,3326,0.00,-2.91,0.000,0.00,1.000,-11.52,5.9,30,0.00,0
514.358,off,0.00,0.00,4.69,-2.34,13.98,0,-3,0.0,14.50,13.76,-10.91,-10.35,14.58,0.25,0.25,14.36,194,0.875,0,0.00,0.00,1,426,438,2,-1.0,11.50,3.42,1.238,228,108,109,13.47,0.92,3.59,208,3309,0.00,-1.17,0.000,0.00,1.000,-11.51,5.5,30,0.00,0
514.420,off,0.00,0.00,4.69,-2.34,13.67,0,-4,0.0,14.50,14.00,-11.58,-11.19,14.58,0.18,0.19,14.70,192,0.875,0,0.00,0.00,1,355,438,2,-1.0,12.00,2.76,1.018,226,108,108,10.12,0.98,2.93,208,3249,0.00,-0.39,0.000,0.00,1.000,-11.50,5.5,30,0.00,0
514.476,off,0.00,0.00,4.69,-2.34,13.49,0,-4,0.0,14.50,13.76,-11.75,-11.58,14.58,0.16,0.16,14.70,192,0.875,0,0.00,0.00,1,347,438,2,-1.0,12.00,2.21,0.832,224,108,108,8.37,0.98,2.75,208,3193,0.00,0.03,0.000,0.00,1.000,-11.48,5.5,30,0.00,0
514.558,off,0.00,0.00,4.69,-2.34,13.45,0,-3,0.0,14.50,14.00,-12.12,-11.89,14.58,0.13,0.13,14.82,192,0.875,0,0.00,0.00,1,354,438,2,-1.0,12.50,1.77,0.682,215,108,108,6.82,0.92,2.38,208,3112,0.00,0.43,0.000,0.00,1.000,-11.45,5.1,30,0.00,0
514.616,off,0.00,0.00,4.69,-2.34,13.52,0,-3,0.0,14.50,13.92,-12.06,-11.96,14.58,0.12,0.12,14.82,192,0.875,0,0.00,0.00,1,355,438,2,-1.0,12.50,1.54,0.608,207,108,108,6.08,1.02,2.44,208,3043,0.00,0.53,0.000,0.00,1.000,-11.43,5.5,30,0.00,0
514.701,off,0.00,0.00,4.69,-2.34,13.75,0,-2,0.0,14.50,13.92,-12.05,-11.95,14.58,0.10,0.11,14.93,192,0.875,0,0.00,0.00,1,369,438,2,-1.0,12.50,1.33,0.538,197,108,108,5.56,1.02,2.46,208,2959,0.00,0.56,0.000,0.00,1.000,-11.39,5.5,30,0.00,0
514.760,off,0.00,0.00,4.69,-2.34,13.97,0,-2,0.0,14.50,13.92,-12.14,-12.00,14.58,0.10,0.11,14.99,192,0.875,0,0.00,0.00,1,383,438,2,-1.0,12.50,1.28,0.531,189,109,108,5.25,1.06,2.36,208,2888,0.00,0.62,0.000,0.00,1.000,-11.37,5.5,30,0.00,0
514.816,off,0.00,0.00,4.69,-2.34,14.04,0,-1,0.0,14.50,14.00,-12.05,-12.05,14.58,0.10,0.11,14.99,192,0.875,0,0.00,0.00,2,402,438,2,-1.0,12.50,1.21,0.515,182,108,108,5.08,1.12,2.46,208,2822,0.00,0.69,0.000,0.00,1.000,-11.35,5.5,30,0.00,0
514.886,off,0.00,0.00,4.69,-2.34,14.10,0,-1,0.0,14.50,14.08,-12.02,-11.97,14.58,0.10,0.11,14.99,192,0.875,0,0.00,0.00,2,420,438,3,-1.0,12.50,1.10,0.483,180,108,108,4.98,1.06,2.48,208,2738,0.00,0.61,0.000,0.00,1.000,-11.36,5.5,30,0.00,0
514.966,off,0.00,0.00,4.69,-2.34,14.26,0,0,2.0,14.50,13.68,-11.91,-12.00,14.58,0.10,0.11,14.99,192,0.875,0,0.00,0.00,0,434,438,3,-1.0,12.50,1.12,0.506,180,109,108,4.93,1.12,2.60,208,2652,9.53,1.09,0.000,0.00,1.000,-10.92,5.5,30,0.00,0
515.030,off,-0.78,0.00,4.69,-2.34,14.48,0,0,11.0,14.50,13.76,-11.54,-11.83,14.58,0.13,0.14,14.87,192,0.875,0,0.00,0.00,0,435,438,3,-1.0,17.00,1.41,0.682,180,109,108,6.11,1.34,2.96,208,2490,81.12,6.37,0.000,0.00,1.000,-5.46,14.2,30,0.00,0
515.086,off,-0.78,0.00,4.69,-2.34,14.59,0,-1,16.1,14.50,14.08,-9.75,-10.78,14.58,0.28,0.29,14.82,192,0.875,0,0.00,0.00,0,459,504,3,-1.0,17.50,2.56,1.347,180,109,108,11.89,1.80,4.75,208,2283,115.35,7.97,0.000,0.00,1.000,-2.81,16.9,30,0.00,0
515.168,off,0.78,0.00,4.69,-2.34,15.25,0,-2,18.0,14.50,13.84,-6.93,-8.52,14.56,0.48,0.49,14.59,192,0.875,5,0.00,0.00,0,655,916,3,-1.0,18.50,3.02,1.693,180,109,108,18.12,2.12,7.57,208,2143,131.30,7.17,0.000,0.00,1.000,-1.72,18.1,30,0.00,0
515.230,off,2.34,0.00,4.69,-2.34,15.39,0,-5,24.3,14.50,13.84,-4.43,-6.29,14.65,0.65,0.65,14.70,192,0.875,5,0.00,0.00,0,1040,1301,3,-1.0,8.50,3.64,1.942,196,109,108,25.60,2.32,10.07,208,2249,175.59,7.59,0.000,3.05,1.000,1.31,24.4,30,0.00,0
515.286,off,2.34,0.00,4.69,-2.34,14.65,0,-7,24.3,14.50,13.84,-2.76,-4.15,14.61,0.80,0.81,14.70,192,0.875,2,0.00,0.00,0,1295,1447,3,-1.0,7.50,3.80,2.022,212,109,108,30.79,2.50,11.74,208,2253,174.53,5.38,0.000,3.05,1.000,1.23,23.2,30,0.00,0
515.363,off,-0.78,0.00,4.69,-2.34,14.10,3,-10,23.5,14.50,13.68,-2.22,-2.85,14.60,0.80,0.81,14.64,192,0.875,2,0.00,0.00,0,1458,1447,3,-1.0,17.50,3.70,2.010,210,108,109,30.09,2.34,12.28,208,2212,169.64,3.86,0.000,3.07,1.000,0.95,22.8,30,0.00,0
515.440,off,-2.34,0.00,4.69,-2.34,13.89,3,-9,23.1,14.50,13.92,-2.10,-2.31,14.60,0.83,0.83,14.64,192,0.875,2,0.00,0.00,0,1445,1447,3,-1.0,17.00,3.50,1.872,212,108,109,31.28,2.28,12.41,208,2242,166.35,2.95,0.000,2.94,1.000,0.63,22.4,30,0.00,0
515.498,off,-2.34,0.00,4.69,-2.34,14.24,3,-3,20.4,14.50,13.84,-2.31,-2.28,14.60,0.83,0.84,14.64,192,0.875,2,0.00,0.00,0,1417,1513,3,-1.0,13.00,3.69,1.962,212,108,109,31.41,2.26,12.19,208,2260,147.53,1.93,0.000,1.59,1.000,-0.33,20.9,30,0.00,0
515.568,off,-1.56,0.00,4.69,-2.34,14.46,4,0,12.9,14.50,13.84,-2.61,-2.53,14.60,0.80,0.81,14.64,192,0.875,2,0.00,0.00,0,1547,1513,3,-1.0,17.00,3.43,1.837,212,108,109,30.01,2.16,11.89,208,2244,122.05,0.47,0.000,0.00,1.000,-1.95,18.9,30,0.00,0
515.618,off,-0.78,0.00,4.69,-2.34,14.60,6,4,8.6,14.50,13.84,-3.61,-3.21,14.61,0.75,0.75,14.64,192,0.875,2,0.00,0.00,0,1510,1393,3,-1.0,19.50,3.33,1.770,208,108,109,28.10,2.02,10.89,208,2256,96.61,-0.71,0.000,0.00,1.000,-3.78,16.1,30,0.00,0
515.676,off,-0.78,0.00,4.69,-2.34,14.60,7,5,6.7,14.50,13.76,-4.28,-3.94,14.59,0.69,0.69,14.64,192,0.875,2,0.00,0.00,0,1472,1340,3,-1.0,20.50,3.08,1.629,201,108,109,25.95,1.94,10.22,208,2268,70.69,-1.87,0.000,0.00,1.000,-5.67,16.1,30,0.00,0
515.758,off,-0.78,0.00,4.69,-2.34,14.57,9,3,5.5,14.50,13.84,-5.38,-4.91,14.56,0.62,0.63,14.59,192,0.875,2,0.00,0.00,0,1430,1208,3,-1.0,21.00,2.93,1.549,192,108,109,23.32,1.84,9.12,208,2269,40.36,-3.24,0.000,0.00,1.000,-8.15,12.2,31,0.00,0
515.823,off,-0.78,0.00,4.69,-2.34,14.57,13,-1,5.5,14.50,13.68,-6.87,-6.17,14.53,0.50,0.51,14.59,192,0.875,4,0.00,0.00,0,1321,916,3,-1.0,24.00,2.39,1.264,180,108,109,18.93,1.56,7.63,208,2271,27.89,-3.11,0.000,0.00,1.000,-9.05,9.4,31,0.00,0
515.877,off,-1.56,0.00,4.69,-2.34,14.53,12,-3,3.9,14.50,13.60,-8.05,-7.30,14.65,0.43,0.44,14.70,192,0.875,6,0.00,0.00,0,1153,730,3,-1.0,25.00,2.27,1.197,180,108,109,16.24,1.52,6.46,208,2276,20.91,-2.28,0.000,0.00,1.000,-9.40,9.1,31,0.00,0
515.946,off,-1.56,0.00,4.69,-2.34,14.50,7,-7,0.0,14.50,13.92,-8.65,-8.23,14.65,0.36,0.37,14.70,192,0.875,6,0.00,0.00,0,1003,650,3,-1.0,26.50,2.09,1.104,180,108,109,13.93,1.48,5.86,208,2277,9.84,-2.13,0.000,0.00,1.000,-10.36,7.5,31,0.00,0
516.028,off,-2.34,0.00,4.69,-2.34,14.36,5,-11,0.0,14.50,13.84,-9.36,-8.97,14.65,0.31,0.32,14.76,192,0.875,0,0.00,0.00,0,878,438,3,-1.0,27.00,1.99,1.046,180,108,108,11.88,1.38,5.14,208,2279,7.74,-1.65,0.000,0.00,1.000,-10.50,7.5,31,0.00,0
516.088,off,-2.34,0.00,4.69,-2.34,14.23,5,-12,0.0,14.50,14.00,-10.01,-9.68,14.58,0.27,0.28,14.64,192,0.875,0,0.00,0.00,0,762,438,3,-1.0,26.00,1.73,0.909,180,108,108,10.39,1.34,4.50,208,2282,5.64,-1.05,0.000,0.00,1.000,-10.68,7.5,31,0.00,0
516.146,off,0.00,0.00,4.69,-2.34,14.20,0,-9,0.0,14.50,13.92,-10.44,-10.14,14.58,0.25,0.25,14.76,192,0.875,0,0.00,0.00,1,694,438,3,-1.0,24.50,1.69,0.890,180,108,108,9.40,1.28,4.07,208,2284,3.84,-0.67,0.000,0.00,1.000,-10.81,7.1,31,0.00,0
516.223,off,0.00,0.00,4.69,-2.34,14.10,0,-3,0.0,14.50,14.00,-10.71,-10.57,14.58,0.22,0.23,14.93,192,0.875,0,0.00,0.00,1,622,438,3,-1.0,23.00,1.64,0.864,180,108,108,8.47,1.28,3.79,208,2274,1.75,-0.39,0.000,0.00,1.000,-10.89,7.1,31,0.00,0
516.298,off,0.00,0.00,4.69,-2.34,14.07,0,1,0.0,14.50,14.00,-11.07,-10.92,14.58,0.21,0.21,14.99,192,0.875,0,0.00,0.00,1,551,438,3,-1.0,22.50,1.49,0.794,180,108,108,7.81,1.26,3.43,208,2260,0.00,-0.12,0.000,0.00,1.000,-11.01,7.1,31,0.00,0
516.359,off,0.00,0.00,4.69,-2.34,14.04,0,5,0.0,14.50,14.16,-11.26,-11.15,14.58,0.19,0.20,14.99,192,0.875,0,0.00,0.00,1,500,438,3,-1.0,21.00,1.51,0.806,180,108,108,7.44,1.28,3.25,208,2254,0.00,0.14,0.000,0.00,1.000,-10.98,7.1,31,0.00,0
516.418,off,0.00,0.00,4.69,-2.34,14.05,0,5,0.0,14.50,14.00,-11.34,-11.28,14.58,0.18,0.19,14.99,192,0.875,0,0.00,0.00,1,466,438,3,-1.0,19.50,1.55,0.826,180,108,108,7.25,1.26,3.16,208,2252,0.00,0.27,0.000,0.00,1.000,-10.98,7.1,31,0.00,0
